,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays
9769,1.0,22.0,12.0,19.0,32.0,1.0,H26009-04-05,0.0,17.0,
9773,1.0,30.0,51.0,1.0,34.0,1.0,H26009-04-06,0.0,51.0,
9774,1.0,73.0,,,32.0,1.0,H26010-04-01,0.0,51.0,7.0
9777,1.0,25.0,14.0,4.0,32.0,0.0,H26012-04-01,0.0,14.0,
9784,2.0,66.0,,,32.0,0.0,H26102-04-02,1.0,,7.0
9788,1.0,64.0,,,32.0,1.0,H26106-04-01,0.0,15.0,
9795,1.0,37.0,2.0,19.0,32.0,0.0,H26106-04-02,1.0,15.0,
9797,2.0,52.0,,,30.0,0.0,H26107-04-01,0.0,13.0,
9800,1.0,63.0,,,32.0,0.0,H26108-04-01,0.0,14.0,
9804,2.0,34.0,,,32.0,0.0,H26109-04-01,0.0,17.0,
9809,1.0,75.0,,,30.0,1.0,H26110-04-01,0.0,16.0,
9820,1.0,45.0,14.0,19.0,32.0,1.0,H26111-04-01,0.0,13.0,
9823,1.0,58.0,,,32.0,1.0,H26201-04-01,0.0,16.0,
9836,1.0,43.0,,,32.0,1.0,H26201-04-03,0.0,12.0,21.0
9837,2.0,44.0,15.0,19.0,32.0,1.0,H26202-04-01,0.0,16.0,
9842,2.0,66.0,,,32.0,1.0,H26203-04-01,1.0,,
9853,1.0,26.0,,,32.0,1.0,H26203-04-02,0.0,34.0,
9857,1.0,31.0,,,32.0,1.0,H26204-04-01,0.0,17.0,
9861,2.0,38.0,,,32.0,0.0,H26205-04-01,0.0,34.0,
9865,2.0,59.0,,,32.0,0.0,H26206-04-01,1.0,,3.0
9870,1.0,34.0,,,17.0,0.0,H26206-04-02,0.0,17.0,
9873,1.0,47.0,,,32.0,1.0,H26207-04-01,0.0,34.0,
9878,2.0,34.0,15.0,5.0,32.0,0.0,H26208-04-01,0.0,16.0,
9882,1.0,55.0,,,32.0,1.0,H26209-04-01,0.0,34.0,
9887,1.0,32.0,17.0,19.0,32.0,1.0,H26209-04-02,0.0,17.0,
9891,1.0,29.0,34.0,19.0,32.0,1.0,H26209-04-03,0.0,34.0,
9894,1.0,31.0,41.0,10.0,32.0,1.0,H26209-04-04,0.0,34.0,
9897,1.0,23.0,34.0,10.0,32.0,1.0,H26209-04-05,0.0,32.0,
9900,1.0,80.0,,,32.0,1.0,H26210-04-01,0.0,21.0,4.0
9905,1.0,71.0,,,41.0,1.0,H26302-04-01,0.0,17.0,
9906,1.0,80.0,,,49.0,0.0,H26304-04-01,1.0,10.0,
9910,1.0,43.0,2.0,19.0,12.0,0.0,H26305-04-01,0.0,14.0,
9920,1.0,36.0,,,12.0,0.0,H26306-04-01,0.0,13.0,3.0
9926,1.0,28.0,,99.0,12.0,0.0,H26307-04-01,0.0,32.0,
9931,1.0,29.0,2.0,19.0,12.0,0.0,H26308-04-01,0.0,32.0,
9936,1.0,62.0,,,57.0,1.0,H26309-04-01,0.0,14.0,
9945,1.0,41.0,,,49.0,0.0,H26311-04-01,0.0,16.0,
9952,1.0,41.0,,,25.0,0.0,H26403-04-01,1.0,11.0,30.0
9955,1.0,30.0,,,11.0,1.0,H26405-04-01,0.0,22.0,
9960,1.0,53.0,,,25.0,0.0,H26406-04-01,0.0,16.0,30.0
9969,1.0,50.0,,,12.0,0.0,H26407-04-01,1.0,,5.0
9974,1.0,58.0,,,12.0,0.0,H26410-04-01,0.0,,
9983,2.0,51.0,73.0,19.0,23.0,1.0,H26411-04-01,0.0,14.0,
9994,1.0,31.0,,,25.0,1.0,H26411-04-03,0.0,14.0,
9999,1.0,55.0,,,25.0,0.0,H26411-04-04,0.0,16.0,
10002,1.0,42.0,73.0,19.0,23.0,1.0,H26416-04-01,1.0,,
10010,2.0,54.0,,,25.0,1.0,H26501-04-01,0.0,17.0,5.0
10014,2.0,38.0,,,25.0,1.0,H26502-04-01,0.0,34.0,
10017,1.0,52.0,,,25.0,0.0,H26502-04-02,0.0,17.0,
10022,1.0,54.0,,,25.0,0.0,H26502-04-03,0.0,13.0,
10023,1.0,54.0,,,25.0,1.0,H26502-04-03,0.0,13.0,
10027,1.0,63.0,,,25.0,0.0,H26503-04-01,1.0,,
10033,2.0,68.0,,,25.0,1.0,H26504-04-01,0.0,41.0,14.0
10034,1.0,29.0,,,25.0,1.0,H26505-04-01,0.0,16.0,
10039,2.0,42.0,,,25.0,1.0,H26506-04-01,0.0,13.0,
10045,1.0,61.0,,,25.0,1.0,H26507-04-01,0.0,34.0,
10050,2.0,66.0,,,25.0,1.0,H26509-04-01,1.0,,
10059,1.0,45.0,,19.0,25.0,0.0,H26511-04-01,0.0,15.0,
10065,1.0,20.0,14.0,1.0,25.0,1.0,H26511-04-02,0.0,17.0,3.0
10067,2.0,51.0,10.0,19.0,25.0,0.0,H26602-04-01,1.0,,
10070,1.0,27.0,,,25.0,1.0,H26602-04-02,0.0,17.0,
10074,2.0,57.0,,,25.0,1.0,H26603-04-01,0.0,14.0,
10077,1.0,36.0,,,25.0,1.0,H26603-04-02,0.0,41.0,
10081,2.0,66.0,,,25.0,0.0,H26603-04-03,1.0,,
10084,1.0,26.0,51.0,1.0,25.0,0.0,H26604-04-01,0.0,51.0,
10088,2.0,59.0,,,25.0,0.0,H26605-04-01,0.0,13.0,7.0
10096,1.0,40.0,,,25.0,1.0,H26607-04-01,0.0,17.0,
10102,1.0,46.0,,19.0,25.0,1.0,H26608-04-01,0.0,17.0,
10108,1.0,49.0,,,25.0,1.0,H26609-04-01,0.0,16.0,14.0
10110,1.0,53.0,,,25.0,1.0,H26610-04-01,0.0,61.0,
10117,1.0,37.0,14.0,1.0,38.0,1.0,H27004-04-01,0.0,14.0,
10121,1.0,44.0,,,38.0,0.0,H27005-04-01,0.0,41.0,
10127,1.0,44.0,,,25.0,1.0,H27006-04-01,0.0,14.0,
10135,1.0,27.0,2.0,19.0,17.0,1.0,H27006-04-02,0.0,16.0,
10139,1.0,56.0,,,38.0,1.0,H27007-04-01,0.0,17.0,14.0
10144,2.0,72.0,,,38.0,0.0,H27008-04-01,0.0,41.0,7.0
10156,1.0,79.0,,,38.0,,H27010-04-01,0.0,51.0,30.0
10163,2.0,39.0,5.0,10.0,38.0,0.0,H27010-04-02,0.0,51.0,
10166,1.0,32.0,51.0,10.0,38.0,1.0,H27010-04-03,0.0,61.0,
10167,2.0,52.0,,,38.0,1.0,H27102-04-01,0.0,33.0,
10173,2.0,42.0,,,38.0,1.0,H27103-04-01,0.0,17.0,
10178,2.0,38.0,,,38.0,1.0,H27104-04-01,0.0,33.0,
10185,1.0,35.0,,,38.0,1.0,H27106-04-01,0.0,16.0,
10189,2.0,43.0,,,38.0,1.0,H27106-04-02,1.0,,
10193,2.0,92.0,,,38.0,1.0,H27106-04-03,1.0,,30.0
10195,1.0,70.0,,,38.0,0.0,H27107-04-01,0.0,15.0,7.0
10203,1.0,35.0,,,38.0,1.0,H27108-04-01,0.0,14.0,
10209,1.0,56.0,,,38.0,0.0,H27110-04-01,0.0,15.0,
10217,1.0,32.0,,,38.0,0.0,H27401-04-01,1.0,11.0,4.0
10218,1.0,59.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10219,1.0,59.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10220,1.0,59.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10221,1.0,59.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10222,1.0,59.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10223,1.0,59.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10224,1.0,59.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10225,1.0,59.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10226,1.0,35.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10227,1.0,35.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10228,1.0,35.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10229,1.0,35.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10230,1.0,35.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10231,1.0,35.0,,,38.0,1.0,H27402-04-01,0.0,13.0,
10232,1.0,35.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10233,1.0,35.0,,,38.0,1.0,H27402-04-02,0.0,15.0,
10250,2.0,51.0,,,38.0,0.0,H27403-04-01,1.0,,30.0
10252,2.0,59.0,,,38.0,0.0,H27404-04-01,0.0,14.0,
10273,1.0,28.0,,,38.0,1.0,H27404-04-02,0.0,51.0,
10279,1.0,39.0,,,38.0,0.0,H27406-04-01,0.0,16.0,
10283,1.0,38.0,,,38.0,0.0,H27407-04-01,0.0,14.0,
10290,1.0,38.0,,,38.0,0.0,H27408-04-01,0.0,15.0,14.0
10298,1.0,32.0,,,38.0,1.0,H27409-04-01,0.0,15.0,
10304,2.0,71.0,,,28.0,,H27410-04-01,0.0,21.0,30.0
10306,1.0,40.0,73.0,19.0,26.0,1.0,H27801-04-01,1.0,11.0,
10312,1.0,28.0,,,26.0,1.0,H27802-04-01,0.0,17.0,
10316,1.0,40.0,,19.0,26.0,0.0,H27803-04-01,0.0,13.0,
10325,1.0,38.0,11.0,19.0,26.0,1.0,H27804-04-01,1.0,,
10332,1.0,29.0,73.0,19.0,26.0,1.0,H27805-04-01,0.0,32.0,
10337,1.0,31.0,73.0,19.0,26.0,1.0,H27805-04-02,0.0,32.0,7.0
10342,2.0,72.0,,,26.0,0.0,H27806-04-01,1.0,,
10346,1.0,28.0,,,26.0,1.0,H27806-04-02,0.0,34.0,
10349,1.0,38.0,,,26.0,,H27807-04-01,0.0,16.0,
10361,2.0,55.0,,,26.0,1.0,H27808-04-01,1.0,,
10370,1.0,29.0,15.0,14.0,26.0,0.0,H27808-04-02,0.0,17.0,
10375,1.0,80.0,,,26.0,1.0,H27810-04-01,0.0,16.0,
10379,1.0,54.0,,,26.0,0.0,H27901-04-01,1.0,,30.0
10390,1.0,32.0,,,26.0,1.0,H27902-04-01,0.0,32.0,
10394,1.0,33.0,2.0,19.0,26.0,0.0,H27903-04-01,0.0,17.0,
10402,2.0,33.0,73.0,19.0,26.0,1.0,H27904-04-01,0.0,14.0,
10410,2.0,27.0,,,26.0,0.0,H27905-04-01,0.0,15.0,2.0
10416,2.0,31.0,73.0,19.0,26.0,1.0,H27906-04-01,0.0,16.0,
10423,1.0,45.0,14.0,19.0,26.0,1.0,H27907-04-01,0.0,17.0,
10433,1.0,26.0,,,26.0,0.0,H27907-04-02,0.0,16.0,6.0
10436,1.0,68.0,,,26.0,1.0,H27908-04-01,0.0,41.0,
10450,1.0,24.0,73.0,19.0,26.0,1.0,H27908-04-02,0.0,16.0,21.0
10453,1.0,47.0,,,26.0,0.0,H27909-04-01,0.0,15.0,7.0
10459,1.0,62.0,,,26.0,0.0,H27910-04-01,0.0,17.0,
10466,1.0,54.0,51.0,10.0,32.0,1.0,H28003-04-01,0.0,51.0,
10476,1.0,50.0,,,17.0,0.0,H28006-04-01,0.0,16.0,
10483,1.0,42.0,,9.0,25.0,1.0,H28007-04-01,0.0,61.0,
10490,1.0,46.0,,19.0,25.0,1.0,H28102-04-01,0.0,15.0,
10497,1.0,39.0,,,28.0,1.0,H28104-04-01,0.0,32.0,
10504,1.0,34.0,34.0,10.0,32.0,0.0,H28105-04-01,1.0,,
10511,1.0,42.0,,19.0,32.0,0.0,H28106-04-01,0.0,61.0,
10518,1.0,27.0,16.0,19.0,32.0,0.0,H28107-04-01,0.0,31.0,2.0
10523,2.0,40.0,34.0,19.0,32.0,1.0,H28108-04-01,0.0,41.0,
10533,1.0,26.0,,,32.0,1.0,H28108-04-02,0.0,51.0,
10537,1.0,23.0,70.0,1.0,32.0,1.0,H28109-04-01,0.0,16.0,3.0
10539,1.0,39.0,,,32.0,1.0,H28109-04-02,0.0,33.0,
10548,1.0,55.0,,,32.0,1.0,H28110-04-01,0.0,17.0,
10559,1.0,53.0,,,25.0,0.0,H28202-04-01,1.0,13.0,30.0
10567,1.0,41.0,,,38.0,1.0,H28205-04-01,0.0,33.0,
10570,2.0,35.0,13.0,19.0,38.0,1.0,H28205-04-02,0.0,13.0,
10576,1.0,78.0,,,15.0,0.0,H28206-04-01,0.0,16.0,30.0
10586,1.0,21.0,2.0,19.0,15.0,0.0,H28206-04-02,0.0,15.0,3.0
10587,1.0,43.0,,,26.0,0.0,H28207-04-01,0.0,14.0,14.0
10594,1.0,21.0,,,38.0,0.0,H28207-04-02,0.0,14.0,
10596,1.0,57.0,,,26.0,1.0,H28209-04-01,0.0,17.0,
10606,1.0,58.0,,,32.0,0.0,H28210-04-01,0.0,14.0,
10617,2.0,42.0,,,38.0,1.0,H28211-04-01,1.0,11.0,
10625,1.0,45.0,8.0,14.0,26.0,1.0,H28307-04-01,0.0,51.0,
10629,2.0,40.0,,,19.0,0.0,H28309-04-01,1.0,,4.0
10640,2.0,36.0,73.0,19.0,32.0,1.0,H28310-04-01,0.0,15.0,
10642,2.0,33.0,73.0,5.0,16.0,1.0,H28501-04-01,0.0,17.0,
10644,2.0,74.0,,,16.0,0.0,H28502-04-01,1.0,,
10648,2.0,48.0,,,16.0,0.0,H28503-04-01,0.0,13.0,
10652,1.0,53.0,,,16.0,0.0,H28504-04-01,0.0,14.0,
10660,1.0,63.0,,,16.0,0.0,H28505-04-01,0.0,17.0,
10665,1.0,27.0,3.0,7.0,16.0,1.0,H28505-04-02,0.0,41.0,
10668,2.0,25.0,3.0,7.0,16.0,0.0,H28505-04-03,0.0,31.0,30.0
10671,1.0,70.0,,,16.0,0.0,H28506-04-01,0.0,14.0,
10681,1.0,42.0,,,16.0,0.0,H28508-04-01,0.0,,
10691,1.0,38.0,,19.0,16.0,0.0,H28509-04-01,0.0,14.0,
10695,2.0,58.0,,,16.0,1.0,H28510-04-01,0.0,,
10697,2.0,38.0,13.0,19.0,16.0,0.0,H28511-04-01,1.0,,
10703,1.0,41.0,,,16.0,0.0,H28511-04-02,0.0,17.0,
10707,1.0,43.0,,,17.0,1.0,H28702-04-01,0.0,17.0,30.0
10714,1.0,33.0,2.0,19.0,17.0,0.0,H28703-04-01,0.0,32.0,
10718,2.0,29.0,,,26.0,0.0,H28705-04-01,0.0,16.0,
10721,1.0,51.0,,,32.0,1.0,H28706-04-01,0.0,33.0,2.0
10724,2.0,54.0,,,12.0,0.0,H28709-04-01,1.0,13.0,30.0
10733,1.0,48.0,,,32.0,1.0,H28710-04-01,0.0,32.0,
10738,1.0,43.0,,,11.0,,H28803-04-01,0.0,31.0,
10749,1.0,40.0,,,58.0,1.0,H28805-04-01,0.0,51.0,
10756,1.0,35.0,,,11.0,1.0,H28807-04-01,0.0,23.0,
10765,1.0,41.0,2.0,19.0,11.0,0.0,H28810-04-01,0.0,17.0,
10771,1.0,54.0,,,12.0,1.0,H29002-04-01,0.0,15.0,30.0
10773,1.0,51.0,,,32.0,1.0,H29003-04-01,0.0,17.0,
10778,1.0,54.0,,,35.0,0.0,H29004-04-01,0.0,16.0,
10789,1.0,38.0,,,57.0,1.0,H29005-04-01,0.0,14.0,7.0
10795,1.0,38.0,10.0,19.0,96.0,0.0,H29006-04-01,0.0,12.0,
10800,1.0,34.0,,,11.0,0.0,H29101-04-01,1.0,13.0,7.0
10804,1.0,67.0,,,28.0,1.0,H29202-04-01,0.0,41.0,
10811,2.0,26.0,22.0,19.0,28.0,1.0,H29203-04-01,0.0,32.0,
10817,2.0,62.0,,,17.0,1.0,H29205-04-01,0.0,22.0,
10823,1.0,57.0,,,28.0,0.0,H29208-04-01,0.0,16.0,
10830,2.0,50.0,,,96.0,1.0,H29209-04-01,0.0,34.0,
10838,2.0,31.0,,,17.0,0.0,H29210-04-01,0.0,16.0,3.0
10847,2.0,37.0,,,17.0,0.0,H29210-04-02,0.0,34.0,30.0
10856,2.0,67.0,,,28.0,0.0,H29401-04-01,0.0,12.0,
10868,1.0,48.0,3.0,1.0,28.0,1.0,H29402-04-01,0.0,61.0,
10871,2.0,54.0,5.0,10.0,28.0,0.0,H29403-04-01,0.0,31.0,30.0
10876,1.0,60.0,,,28.0,0.0,H29404-04-01,0.0,17.0,
10881,1.0,44.0,,,28.0,0.0,H29405-04-01,0.0,17.0,
10887,1.0,46.0,,,28.0,1.0,H29406-04-01,0.0,41.0,
10892,1.0,43.0,,,28.0,1.0,H29407-04-01,0.0,41.0,9.0
10899,2.0,51.0,,,28.0,1.0,H29408-04-01,1.0,13.0,
10906,2.0,99.0,,,28.0,1.0,H29409-04-01,1.0,11.0,
10909,1.0,71.0,,,28.0,1.0,H29410-04-01,0.0,51.0,
10916,1.0,33.0,,,28.0,1.0,H29410-04-02,0.0,61.0,
10918,2.0,33.0,14.0,19.0,30.0,1.0,H29501-04-01,1.0,,
10926,1.0,49.0,,,28.0,0.0,H29502-04-01,1.0,,
10936,2.0,31.0,16.0,19.0,17.0,1.0,H29503-04-01,0.0,15.0,
10940,1.0,40.0,,,30.0,0.0,H29504-04-01,1.0,12.0,
10945,1.0,58.0,,,28.0,1.0,H29505-04-01,0.0,,6.0
10957,1.0,34.0,16.0,19.0,28.0,1.0,H29507-04-01,0.0,17.0,
10963,2.0,54.0,,,28.0,1.0,H29508-04-01,1.0,,
10965,1.0,69.0,,,28.0,1.0,H29509-04-01,1.0,13.0,14.0
10971,2.0,77.0,,,28.0,1.0,H29511-04-01,1.0,,
10975,1.0,46.0,1.0,19.0,17.0,0.0,H29602-04-01,0.0,15.0,
10986,1.0,24.0,14.0,19.0,25.0,0.0,H29602-04-02,0.0,13.0,
10989,1.0,46.0,,,17.0,1.0,H29602-04-03,0.0,13.0,
10993,2.0,46.0,,,28.0,0.0,H29603-04-01,1.0,,14.0
10998,1.0,34.0,15.0,19.0,37.0,1.0,H29603-04-02,0.0,41.0,
11000,2.0,56.0,,,28.0,0.0,H29604-04-01,0.0,12.0,
11005,1.0,29.0,1.0,19.0,17.0,0.0,H29604-04-02,0.0,17.0,
11006,1.0,29.0,,,17.0,1.0,H29604-04-02,0.0,17.0,
11009,2.0,31.0,,,,,H29604-04-03,0.0,17.0,7.0
11010,2.0,69.0,,,28.0,0.0,H29605-04-01,1.0,13.0,5.0
11011,1.0,35.0,,,28.0,0.0,H29606-04-01,1.0,,
11015,1.0,59.0,,,25.0,1.0,H29607-04-01,0.0,,
11018,2.0,43.0,,,28.0,1.0,H29608-04-01,1.0,,
11024,1.0,22.0,16.0,19.0,28.0,1.0,H29608-04-02,0.0,14.0,6.0
11026,1.0,57.0,,,28.0,0.0,H29609-04-01,0.0,16.0,
11034,2.0,27.0,15.0,19.0,28.0,0.0,H29609-04-02,0.0,15.0,7.0
11035,1.0,42.0,,,28.0,1.0,H29610-04-01,0.0,31.0,
11044,1.0,34.0,,,28.0,1.0,H29611-04-01,0.0,36.0,
11047,2.0,41.0,,,28.0,1.0,H29701-04-01,0.0,16.0,
11052,1.0,49.0,,,28.0,1.0,H29702-04-01,0.0,16.0,
11057,2.0,23.0,15.0,19.0,28.0,1.0,H29702-04-02,0.0,14.0,
11060,2.0,41.0,,,28.0,1.0,H29703-04-01,0.0,16.0,
11064,1.0,35.0,,,28.0,1.0,H29704-04-01,0.0,17.0,
11069,1.0,39.0,,,28.0,0.0,H29705-04-01,0.0,17.0,
11076,2.0,60.0,,,28.0,0.0,H29706-04-01,1.0,,
11082,1.0,31.0,,,28.0,1.0,H29706-04-02,0.0,41.0,
11085,1.0,30.0,,,28.0,1.0,H29706-04-03,0.0,17.0,
11092,1.0,33.0,16.0,19.0,28.0,0.0,H29707-04-01,0.0,15.0,
11094,2.0,46.0,,,28.0,1.0,H29707-04-02,0.0,17.0,3.0
11097,2.0,51.0,,,57.0,1.0,H29707-04-03,0.0,41.0,3.0
11101,1.0,80.0,,,28.0,0.0,H29707-04-04,1.0,,
11103,2.0,84.0,,,28.0,0.0,H29708-04-01,1.0,,
11106,2.0,59.0,,,28.0,1.0,H29709-04-01,0.0,15.0,10.0
11113,1.0,31.0,,,28.0,1.0,H29709-04-02,0.0,17.0,
11116,1.0,74.0,,,28.0,1.0,H29710-04-01,0.0,41.0,
11125,1.0,28.0,41.0,19.0,28.0,1.0,H29710-04-02,0.0,61.0,
11128,1.0,25.0,8.0,19.0,28.0,1.0,H29710-04-03,0.0,61.0,3.0
11129,1.0,45.0,,,28.0,0.0,H29801-04-01,0.0,14.0,3.0
11141,1.0,47.0,,,28.0,0.0,H29802-04-01,0.0,41.0,
11146,1.0,40.0,11.0,19.0,28.0,1.0,H29803-04-01,0.0,51.0,
11151,2.0,20.0,13.0,19.0,28.0,1.0,H29803-04-02,0.0,51.0,7.0
11154,1.0,58.0,,,28.0,1.0,H29805-04-01,0.0,16.0,
11158,1.0,35.0,15.0,19.0,28.0,1.0,H29806-04-01,0.0,41.0,
11162,1.0,49.0,,,28.0,1.0,H29807-04-01,0.0,17.0,
11170,1.0,28.0,73.0,19.0,28.0,1.0,H29807-04-02,0.0,41.0,
11171,1.0,59.0,,,28.0,1.0,H29809-04-01,0.0,34.0,
11180,1.0,50.0,,,28.0,,H29810-04-01,0.0,51.0,
11188,1.0,26.0,,,28.0,,H29810-04-02,0.0,51.0,
11189,1.0,26.0,34.0,1.0,28.0,1.0,H29810-04-02,0.0,51.0,
11190,1.0,37.0,2.0,19.0,25.0,1.0,H29901-04-01,0.0,17.0,
11199,1.0,26.0,1.0,19.0,28.0,0.0,H29902-04-01,0.0,32.0,
11203,1.0,54.0,,,25.0,0.0,H29902-04-02,0.0,13.0,
11210,1.0,50.0,,,28.0,0.0,H29902-04-05,0.0,34.0,
11221,2.0,48.0,,,25.0,1.0,H29902-04-06,0.0,13.0,
11228,2.0,26.0,8.0,19.0,28.0,1.0,H29902-04-07,0.0,33.0,
11229,1.0,53.0,,,28.0,0.0,H29903-04-01,0.0,17.0,
11237,1.0,29.0,73.0,19.0,17.0,1.0,H29903-04-02,0.0,17.0,
11238,1.0,32.0,,,25.0,1.0,H29904-04-01,0.0,17.0,
11245,1.0,46.0,,,25.0,0.0,H29905-04-01,0.0,32.0,7.0
11254,2.0,58.0,,,25.0,1.0,H29906-04-01,0.0,14.0,
11260,2.0,36.0,8.0,19.0,25.0,1.0,H29906-04-02,0.0,13.0,
11264,1.0,34.0,,,25.0,1.0,H29907-04-01,0.0,41.0,
11269,2.0,51.0,,,25.0,0.0,H29908-04-01,1.0,12.0,13.0
11275,1.0,31.0,,,25.0,0.0,H29908-04-02,0.0,,
11278,2.0,58.0,,,25.0,1.0,H29909-04-01,0.0,10.0,
11281,1.0,28.0,1.0,19.0,25.0,1.0,H29909-04-02,0.0,34.0,
11285,1.0,51.0,,,25.0,1.0,H29910-04-01,0.0,33.0,
11298,1.0,33.0,,,38.0,1.0,H30002-04-01,1.0,12.0,12.0
11300,2.0,30.0,41.0,1.0,28.0,1.0,H30002-04-02,0.0,15.0,
11303,1.0,45.0,13.0,19.0,17.0,1.0,H30006-04-01,0.0,17.0,
11311,1.0,43.0,,,17.0,1.0,H30008-04-01,0.0,14.0,
11313,2.0,47.0,,,17.0,1.0,H30008-04-02,0.0,32.0,
11326,1.0,44.0,,,28.0,1.0,H30009-04-01,1.0,,
11335,1.0,49.0,,,17.0,1.0,H30010-04-01,0.0,33.0,
11346,1.0,46.0,10.0,19.0,28.0,1.0,H30012-04-01,0.0,34.0,
11354,1.0,47.0,1.0,21.0,28.0,0.0,H30302-04-01,0.0,14.0,
11365,1.0,35.0,,,28.0,0.0,H30303-04-01,0.0,13.0,
11376,2.0,43.0,2.0,19.0,28.0,0.0,H30304-04-01,1.0,,
11382,1.0,53.0,,,28.0,0.0,H30306-04-01,0.0,17.0,
11397,2.0,55.0,,,28.0,0.0,H30307-04-01,1.0,,
11403,1.0,28.0,,,28.0,1.0,H30308-04-01,0.0,32.0,
11409,1.0,47.0,,,28.0,1.0,H30309-04-01,0.0,14.0,
11421,1.0,28.0,,,28.0,0.0,H30309-04-02,1.0,,4.0
11425,1.0,24.0,,,17.0,1.0,H30309-04-03,0.0,51.0,
11427,1.0,60.0,,,28.0,1.0,H30310-04-01,0.0,16.0,
11435,1.0,54.0,14.0,10.0,28.0,1.0,H30402-04-01,0.0,17.0,10.0
11442,1.0,45.0,,,28.0,1.0,H30403-04-01,0.0,17.0,
11452,1.0,69.0,,,28.0,0.0,H30404-04-01,0.0,17.0,
11461,1.0,47.0,,,28.0,1.0,H30405-04-01,0.0,51.0,
11470,1.0,37.0,,19.0,28.0,1.0,H30406-04-01,0.0,41.0,
11477,1.0,42.0,,,28.0,1.0,H30407-04-01,0.0,32.0,
11485,1.0,37.0,,,28.0,1.0,H30408-04-01,0.0,32.0,
11491,1.0,56.0,,,28.0,1.0,H30408-04-02,1.0,,
11498,2.0,55.0,,,28.0,1.0,H30409-04-01,0.0,13.0,7.0
11504,2.0,70.0,,,28.0,,H30411-04-01,1.0,,7.0
11506,1.0,55.0,,,28.0,1.0,H30412-04-01,0.0,17.0,
11512,1.0,63.0,,,28.0,1.0,H30502-04-01,0.0,41.0,
11520,1.0,29.0,,,34.0,1.0,H30502-04-02,0.0,61.0,
11524,1.0,33.0,61.0,1.0,55.0,1.0,H30502-04-03,0.0,61.0,
11527,1.0,45.0,,7.0,28.0,1.0,H30503-04-01,0.0,41.0,
11536,2.0,45.0,,,25.0,1.0,H30504-04-01,0.0,51.0,
11540,2.0,58.0,,,28.0,0.0,H30505-04-01,0.0,41.0,
11542,1.0,46.0,,,28.0,1.0,H30507-04-01,0.0,34.0,
11543,1.0,64.0,,,28.0,1.0,H30509-04-01,0.0,15.0,21.0
11546,1.0,60.0,,,28.0,,H30510-04-01,0.0,13.0,
11553,1.0,56.0,,,28.0,1.0,H30511-04-01,0.0,17.0,
11563,1.0,31.0,17.0,19.0,28.0,1.0,H30511-04-02,0.0,36.0,
11566,2.0,67.0,,,28.0,1.0,H30511-04-03,1.0,,
11571,1.0,35.0,,,28.0,,H30602-04-01,0.0,16.0,
11580,2.0,52.0,,,28.0,0.0,H30603-04-01,1.0,,
11583,1.0,37.0,12.0,19.0,28.0,1.0,H30604-04-01,0.0,17.0,
11589,2.0,55.0,,,28.0,1.0,H30605-04-01,0.0,17.0,
11592,1.0,31.0,,,28.0,1.0,H30605-04-02,0.0,41.0,
11596,2.0,29.0,,,28.0,1.0,H30605-04-03,0.0,41.0,1.0
11597,1.0,49.0,,,28.0,0.0,H30607-04-01,0.0,14.0,
11604,1.0,38.0,10.0,19.0,28.0,1.0,H30608-04-01,1.0,,
11611,1.0,40.0,,,28.0,1.0,H30610-04-01,0.0,32.0,7.0
11620,1.0,44.0,,,28.0,0.0,H30701-04-01,0.0,15.0,5.0
11623,2.0,61.0,,,28.0,1.0,H30701-04-03,1.0,,7.0
11630,1.0,27.0,,,28.0,1.0,H30701-04-04,0.0,17.0,
11631,1.0,51.0,,,28.0,0.0,H30702-04-01,0.0,15.0,
11639,1.0,30.0,,,28.0,1.0,H30702-04-02,0.0,13.0,
11641,1.0,25.0,13.0,19.0,28.0,1.0,H30702-04-03,0.0,51.0,
11644,1.0,47.0,,,28.0,1.0,H30703-04-01,0.0,15.0,
11654,1.0,24.0,2.0,17.0,28.0,0.0,H30703-04-02,0.0,17.0,
11657,1.0,30.0,2.0,20.0,28.0,,H30704-04-01,0.0,17.0,
11664,1.0,65.0,,,28.0,1.0,H30706-04-01,0.0,61.0,
11671,1.0,26.0,,,28.0,1.0,H30706-04-03,0.0,32.0,
11674,1.0,29.0,,,28.0,1.0,H30706-04-04,0.0,14.0,
11678,1.0,40.0,,,28.0,0.0,H30707-04-01,1.0,,
11688,1.0,38.0,1.0,19.0,25.0,0.0,H30708-04-01,0.0,12.0,5.0
11699,1.0,49.0,,,28.0,0.0,H30709-04-01,0.0,17.0,7.0
