,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays
5948,1.0,42.0,3.0,17.0,47.0,0.0,H17109-04-01,0.0,16.0,
5959,2.0,65.0,,,47.0,1.0,H17110-04-01,1.0,12.0,
5969,2.0,47.0,,,96.0,0.0,H17201-04-01,1.0,13.0,12.0
5973,1.0,20.0,,1.0,35.0,0.0,H17201-04-02,0.0,34.0,
5975,1.0,20.0,,,96.0,,H17201-04-03,0.0,,
5979,1.0,43.0,,,31.0,,H17202-04-01,0.0,16.0,
5990,1.0,54.0,,,45.0,1.0,H17203-04-01,0.0,15.0,
5997,1.0,51.0,,,28.0,1.0,H17204-04-01,0.0,33.0,
6003,1.0,46.0,,,34.0,0.0,H17205-04-01,0.0,17.0,
6011,1.0,37.0,,,35.0,1.0,H17206-04-01,0.0,32.0,
6017,1.0,45.0,17.0,1.0,21.0,0.0,H17207-04-01,0.0,32.0,
6029,1.0,23.0,36.0,1.0,35.0,1.0,H17207-04-02,0.0,34.0,7.0
6032,1.0,55.0,1.0,99.0,35.0,1.0,H17208-04-01,1.0,14.0,
6034,1.0,64.0,,,35.0,0.0,H17210-04-01,0.0,33.0,14.0
6041,1.0,65.0,,,21.0,0.0,H17301-04-01,0.0,17.0,11.0
6050,1.0,62.0,,,21.0,1.0,H17302-04-01,0.0,23.0,
6053,1.0,44.0,,,35.0,0.0,H17308-04-01,0.0,16.0,
6064,2.0,40.0,16.0,19.0,35.0,0.0,H17309-04-01,1.0,10.0,4.0
6067,1.0,42.0,,,35.0,1.0,H17310-04-01,0.0,16.0,
6079,1.0,44.0,,,18.0,1.0,H17401-04-01,0.0,41.0,
6088,2.0,21.0,51.0,18.0,18.0,1.0,H17401-04-02,0.0,34.0,
6090,2.0,75.0,,,18.0,1.0,H17403-04-01,1.0,,30.0
6092,1.0,42.0,,,18.0,1.0,H17404-04-01,0.0,16.0,
6099,1.0,61.0,,,18.0,1.0,H17405-04-01,0.0,16.0,
6100,1.0,62.0,,,18.0,1.0,H17406-04-01,0.0,17.0,
6110,1.0,28.0,17.0,19.0,18.0,1.0,H17406-04-03,0.0,51.0,
6112,1.0,38.0,,,18.0,1.0,H17408-04-01,0.0,36.0,
6116,1.0,45.0,15.0,20.0,18.0,1.0,H17409-04-01,0.0,51.0,
6124,1.0,27.0,,,18.0,1.0,H17410-04-01,0.0,34.0,
6131,2.0,29.0,14.0,13.0,18.0,1.0,H17502-04-01,0.0,34.0,
6137,1.0,41.0,,,18.0,1.0,H17503-04-01,0.0,17.0,
6147,2.0,65.0,,,18.0,0.0,H17504-04-02,1.0,,3.0
6150,1.0,47.0,8.0,19.0,18.0,,H17506-04-01,0.0,32.0,
6157,1.0,70.0,,,18.0,1.0,H17507-04-01,0.0,51.0,
6160,2.0,73.0,,,18.0,0.0,H17508-04-01,1.0,,4.0
6162,1.0,59.0,,,18.0,,H17509-04-01,0.0,16.0,
6173,1.0,63.0,,,18.0,1.0,H17511-04-01,0.0,16.0,3.0
6178,1.0,28.0,2.0,19.0,18.0,1.0,H17511-04-02,0.0,34.0,
6181,1.0,22.0,2.0,19.0,18.0,1.0,H17511-04-03,1.0,15.0,
6185,1.0,73.0,,,18.0,1.0,H17601-04-01,0.0,16.0,
6193,1.0,31.0,32.0,19.0,18.0,1.0,H17602-04-01,0.0,36.0,
6194,2.0,41.0,15.0,13.0,18.0,0.0,H17604-04-01,1.0,,
6199,2.0,62.0,,,18.0,1.0,H17605-04-01,0.0,16.0,30.0
6201,1.0,44.0,51.0,19.0,18.0,1.0,H17606-04-01,1.0,15.0,
6208,1.0,68.0,,,18.0,0.0,H17608-04-01,1.0,,7.0
6213,1.0,26.0,32.0,1.0,18.0,1.0,H17608-04-02,0.0,36.0,
6215,1.0,54.0,,,18.0,1.0,H17609-04-01,0.0,16.0,
6218,2.0,59.0,,,18.0,1.0,H17610-04-01,0.0,17.0,30.0
6221,2.0,70.0,,,18.0,1.0,H17701-04-01,1.0,14.0,
6223,1.0,34.0,8.0,19.0,18.0,1.0,H17703-04-01,0.0,32.0,
6229,1.0,71.0,,,18.0,1.0,H17704-04-01,0.0,14.0,
6231,1.0,30.0,,,18.0,1.0,H17705-04-02,1.0,16.0,
6236,2.0,63.0,,,18.0,0.0,H17707-04-02,1.0,,
6240,1.0,47.0,,,18.0,1.0,H17707-04-03,0.0,41.0,
6252,1.0,25.0,73.0,19.0,18.0,1.0,H17707-04-04,0.0,17.0,
6256,1.0,53.0,,,18.0,1.0,H17708-04-01,0.0,13.0,30.0
6266,1.0,24.0,14.0,19.0,18.0,1.0,H17708-04-02,0.0,13.0,
6268,1.0,44.0,2.0,19.0,18.0,1.0,H17709-04-01,0.0,34.0,
6275,2.0,62.0,,,18.0,1.0,H17710-04-01,0.0,17.0,16.0
6278,1.0,52.0,,,55.0,1.0,H18001-04-01,0.0,17.0,
6284,1.0,22.0,4.0,1.0,55.0,0.0,H18001-04-02,0.0,17.0,
6286,1.0,54.0,2.0,19.0,55.0,1.0,H18005-04-01,0.0,17.0,7.0
6296,1.0,43.0,,,55.0,,H18007-04-01,0.0,34.0,
6301,1.0,53.0,,,55.0,1.0,H18010-04-01,0.0,51.0,2.0
6308,2.0,54.0,,,55.0,,H18011-04-01,0.0,61.0,10.0
6314,1.0,48.0,,,55.0,1.0,H18012-04-01,0.0,34.0,
6320,1.0,35.0,,,55.0,1.0,H18013-04-01,0.0,31.0,
6324,2.0,74.0,,,55.0,0.0,H18101-04-01,0.0,,
6327,2.0,60.0,,,56.0,1.0,H18102-04-01,1.0,,4.0
6333,1.0,73.0,,,55.0,1.0,H18103-04-01,0.0,16.0,
6339,1.0,33.0,21.0,19.0,55.0,0.0,H18103-04-02,0.0,41.0,30.0
6347,1.0,27.0,73.0,5.0,55.0,1.0,H18103-04-03,0.0,17.0,
6351,1.0,85.0,,,55.0,1.0,H18104-04-01,0.0,13.0,30.0
6354,1.0,45.0,2.0,19.0,55.0,1.0,H18104-04-02,0.0,32.0,3.0
6360,1.0,24.0,14.0,19.0,55.0,0.0,H18104-04-03,0.0,14.0,7.0
6363,1.0,23.0,,,55.0,1.0,H18104-04-04,0.0,16.0,8.0
6371,1.0,40.0,,,55.0,0.0,H18105-04-01,0.0,17.0,30.0
6379,1.0,28.0,,12.0,55.0,1.0,H18106-04-01,0.0,16.0,
6385,2.0,65.0,,,55.0,1.0,H18107-04-01,1.0,11.0,
6387,2.0,39.0,,,55.0,0.0,H18108-04-01,0.0,15.0,14.0
6394,1.0,42.0,1.0,10.0,55.0,1.0,H18109-04-01,0.0,23.0,7.0
6401,1.0,49.0,21.0,18.0,55.0,1.0,H18110-04-01,0.0,17.0,14.0
6408,1.0,27.0,73.0,19.0,55.0,0.0,H18201-04-01,1.0,14.0,
6413,1.0,25.0,12.0,19.0,55.0,1.0,H18202-04-02,0.0,16.0,
6417,1.0,25.0,73.0,19.0,55.0,1.0,H18202-04-03,0.0,16.0,
6422,1.0,51.0,,,55.0,1.0,H18202-04-04,0.0,14.0,7.0
6428,1.0,20.0,12.0,19.0,55.0,0.0,H18202-04-05,0.0,17.0,
6432,1.0,23.0,16.0,19.0,11.0,1.0,H18202-04-06,0.0,31.0,7.0
6434,1.0,42.0,,,55.0,1.0,H18203-04-01,0.0,15.0,
6446,2.0,59.0,14.0,19.0,55.0,0.0,H18204-04-01,0.0,,3.0
6449,1.0,21.0,,,55.0,1.0,H18204-04-02,1.0,13.0,
6451,1.0,45.0,,,55.0,0.0,H18205-04-01,0.0,15.0,
6458,1.0,22.0,41.0,6.0,55.0,1.0,H18205-04-02,0.0,17.0,6.0
6461,1.0,57.0,,,55.0,0.0,H18206-04-01,0.0,51.0,
6468,2.0,18.0,,19.0,55.0,1.0,H18206-04-02,0.0,16.0,
6471,2.0,56.0,73.0,10.0,55.0,,H18207-04-01,1.0,,
6475,1.0,20.0,73.0,19.0,55.0,1.0,H18207-04-02,0.0,16.0,7.0
6477,1.0,37.0,,,55.0,0.0,H18208-04-01,0.0,14.0,7.0
6485,2.0,45.0,,,55.0,1.0,H18209-04-01,1.0,,
6490,1.0,21.0,,,55.0,1.0,H18209-04-02,0.0,15.0,
6493,1.0,45.0,,,55.0,1.0,H18210-04-01,0.0,51.0,7.0
6516,2.0,46.0,,,55.0,1.0,H18210-04-02,1.0,,8.0
6520,2.0,27.0,17.0,19.0,55.0,1.0,H18210-04-03,0.0,17.0,
6522,1.0,33.0,71.0,19.0,55.0,1.0,H18210-04-04,0.0,36.0,
6528,1.0,31.0,,,55.0,1.0,H18210-04-05,0.0,41.0,30.0
6536,2.0,49.0,,,55.0,0.0,H18301-04-01,1.0,,10.0
6545,1.0,25.0,15.0,19.0,55.0,0.0,H18301-04-02,0.0,16.0,
6547,1.0,31.0,73.0,19.0,55.0,0.0,H18301-04-03,0.0,17.0,
6552,2.0,45.0,,,55.0,0.0,H18301-04-04,1.0,,14.0
6555,1.0,64.0,,,55.0,1.0,H18301-04-05,0.0,16.0,
6566,1.0,26.0,73.0,19.0,55.0,1.0,H18301-04-06,0.0,16.0,
6572,1.0,32.0,,,55.0,1.0,H18301-04-07,0.0,17.0,12.0
6575,1.0,77.0,,,55.0,0.0,H18302-04-01,0.0,15.0,10.0
6576,1.0,37.0,,,55.0,0.0,H18303-04-01,0.0,15.0,
6582,2.0,41.0,,,55.0,1.0,H18305-04-01,0.0,14.0,
6586,2.0,43.0,22.0,19.0,55.0,0.0,H18306-04-01,0.0,15.0,3.0
6592,2.0,43.0,3.0,21.0,55.0,1.0,H18307-04-01,0.0,17.0,
6601,1.0,30.0,,,55.0,0.0,H18308-04-01,0.0,14.0,14.0
6607,1.0,45.0,,,55.0,0.0,H18309-04-01,0.0,16.0,
6619,1.0,41.0,,,55.0,1.0,H18311-04-01,0.0,16.0,
6628,1.0,24.0,,19.0,55.0,1.0,H18311-04-02,0.0,41.0,5.0
6630,2.0,77.0,,,55.0,0.0,H18601-04-01,1.0,,30.0
6633,1.0,53.0,,,55.0,1.0,H18601-04-02,0.0,34.0,
6642,2.0,69.0,,,55.0,1.0,H18601-04-03,1.0,,14.0
6647,1.0,42.0,22.0,10.0,55.0,1.0,H18601-04-04,0.0,16.0,8.0
6649,1.0,37.0,,,55.0,0.0,H18602-04-01,1.0,34.0,
6656,2.0,51.0,,,55.0,0.0,H18603-04-01,0.0,16.0,
6665,1.0,47.0,,,55.0,1.0,H18604-04-01,0.0,17.0,
6674,1.0,47.0,,,55.0,1.0,H18605-04-01,0.0,32.0,
6683,2.0,54.0,,,55.0,0.0,H18606-04-01,1.0,,
6689,1.0,32.0,,,55.0,0.0,H18607-04-01,0.0,41.0,
6697,1.0,37.0,,,55.0,1.0,H18608-04-01,0.0,15.0,
6704,1.0,65.0,,,55.0,1.0,H18609-04-01,0.0,21.0,
6712,2.0,71.0,,,55.0,1.0,H18610-04-01,0.0,16.0,4.0
6719,1.0,31.0,,,55.0,0.0,H18708-04-01,0.0,16.0,
6724,1.0,38.0,,,55.0,0.0,H18712-04-01,1.0,17.0,12.0
6733,1.0,41.0,,,55.0,0.0,H18801-04-01,0.0,15.0,
6741,1.0,26.0,1.0,19.0,55.0,1.0,H18801-04-02,0.0,36.0,
6743,1.0,61.0,,,55.0,1.0,H18802-04-01,0.0,22.0,20.0
6748,2.0,35.0,1.0,19.0,55.0,0.0,H18803-04-01,1.0,,
6757,2.0,41.0,,19.0,55.0,0.0,H18804-04-01,1.0,,
6767,1.0,47.0,,,55.0,0.0,H18805-04-01,0.0,17.0,
6780,1.0,27.0,1.0,19.0,55.0,0.0,H18806-04-01,0.0,33.0,
6789,1.0,44.0,1.0,18.0,55.0,0.0,H18806-04-02,0.0,17.0,
6791,1.0,54.0,,,55.0,1.0,H18806-04-03,0.0,31.0,30.0
6800,2.0,52.0,,,55.0,0.0,H18807-04-01,1.0,,10.0
6808,1.0,25.0,,,55.0,1.0,H18807-04-02,0.0,16.0,
6810,2.0,60.0,,,55.0,0.0,H18808-04-01,1.0,,
6813,2.0,29.0,,,55.0,0.0,H18808-04-02,1.0,,3.0
6819,1.0,21.0,,,55.0,1.0,H18808-04-03,1.0,13.0,
6821,1.0,50.0,21.0,10.0,55.0,0.0,H18809-04-01,0.0,17.0,30.0
6830,1.0,65.0,,,55.0,0.0,H18810-04-01,1.0,13.0,14.0
6833,2.0,81.0,,,55.0,0.0,H18901-04-01,1.0,,10.0
6834,1.0,69.0,,,55.0,1.0,H18902-04-01,1.0,,
6840,1.0,37.0,,19.0,55.0,1.0,H18904-04-01,0.0,15.0,
6848,2.0,32.0,15.0,20.0,55.0,1.0,H18905-04-01,1.0,,
6854,2.0,71.0,10.0,19.0,55.0,0.0,H18907-04-01,1.0,,
6860,1.0,39.0,,,55.0,1.0,H18908-04-01,0.0,15.0,
6868,1.0,60.0,1.0,19.0,55.0,1.0,H18909-04-01,0.0,13.0,
6874,1.0,51.0,,,55.0,1.0,H18910-04-01,0.0,13.0,
6881,1.0,47.0,,,55.0,1.0,H19001-04-01,0.0,15.0,15.0
6886,1.0,28.0,3.0,19.0,55.0,1.0,H19001-04-02,0.0,41.0,
6889,1.0,51.0,,,55.0,1.0,H19002-04-01,0.0,17.0,
6897,1.0,43.0,,,55.0,1.0,H19004-04-01,0.0,16.0,
6900,1.0,37.0,,,55.0,1.0,H19005-04-01,0.0,31.0,
6906,1.0,26.0,2.0,19.0,55.0,1.0,H19006-04-01,0.0,17.0,
6911,2.0,31.0,,,55.0,0.0,H19007-04-01,1.0,,4.0
6916,2.0,48.0,,,55.0,0.0,H19008-04-01,0.0,13.0,
6919,1.0,25.0,,,55.0,0.0,H19008-04-02,0.0,41.0,
6923,1.0,28.0,,,55.0,0.0,H19008-04-03,0.0,51.0,
6924,1.0,31.0,,,55.0,0.0,H19008-04-04,1.0,22.0,
6929,1.0,31.0,14.0,19.0,55.0,0.0,H19009-04-01,0.0,17.0,
6937,2.0,43.0,,,55.0,1.0,H19010-04-01,1.0,12.0,4.0
6946,2.0,60.0,,,55.0,1.0,H19101-04-01,1.0,,
6948,2.0,23.0,17.0,5.0,55.0,0.0,H19102-04-01,0.0,17.0,7.0
6954,1.0,45.0,,,55.0,1.0,H19103-04-01,0.0,17.0,
6962,1.0,62.0,,,55.0,0.0,H19104-04-01,0.0,13.0,
6966,2.0,50.0,,,55.0,0.0,H19105-04-01,1.0,,2.0
6974,2.0,72.0,,,55.0,1.0,H19106-04-01,1.0,,5.0
6977,1.0,38.0,,,55.0,1.0,H19107-04-01,0.0,16.0,2.0
6984,1.0,24.0,17.0,19.0,55.0,1.0,H19107-04-02,0.0,34.0,
6987,1.0,28.0,,,55.0,1.0,H19107-04-03,0.0,17.0,7.0
6989,2.0,61.0,,,55.0,1.0,H19108-04-01,0.0,14.0,
6991,1.0,25.0,17.0,19.0,55.0,1.0,H19108-04-02,0.0,17.0,
6998,1.0,55.0,,,55.0,1.0,H19108-04-03,0.0,31.0,
7000,2.0,47.0,15.0,19.0,55.0,1.0,H19109-04-01,0.0,17.0,
7006,1.0,43.0,14.0,19.0,55.0,1.0,H19110-04-01,0.0,17.0,
7014,1.0,42.0,23.0,23.0,55.0,1.0,H19201-04-01,0.0,61.0,
7019,1.0,46.0,,,33.0,1.0,H19203-04-01,0.0,32.0,
7029,2.0,79.0,,,55.0,1.0,H19204-04-01,1.0,,30.0
7034,1.0,66.0,,,32.0,1.0,H19205-04-01,0.0,12.0,
7037,1.0,23.0,,,55.0,1.0,H19205-04-03,0.0,17.0,
7041,1.0,57.0,,,55.0,0.0,H19206-04-01,1.0,11.0,7.0
7043,1.0,76.0,,,11.0,1.0,H19207-04-01,0.0,34.0,
7046,1.0,56.0,,,55.0,1.0,H19208-04-01,0.0,33.0,
7054,1.0,31.0,,,55.0,1.0,H19210-04-01,0.0,41.0,
7059,1.0,31.0,,,55.0,1.0,H19211-04-01,0.0,17.0,2.0
7060,2.0,62.0,,,55.0,1.0,H19212-04-01,0.0,,3.0
7062,1.0,34.0,,,55.0,0.0,H19212-04-02,1.0,13.0,
7067,1.0,25.0,,,55.0,1.0,H19212-04-03,0.0,41.0,
7071,1.0,39.0,15.0,19.0,50.0,1.0,H19401-04-01,0.0,15.0,
7079,2.0,50.0,,,50.0,0.0,H19402-04-01,1.0,,
7088,2.0,25.0,12.0,9.0,50.0,0.0,H19404-04-01,1.0,14.0,7.0
7089,1.0,67.0,,,57.0,1.0,H19406-04-01,0.0,13.0,
7096,1.0,39.0,,,50.0,1.0,H19407-04-01,0.0,51.0,
7102,1.0,41.0,,,50.0,1.0,H19409-04-01,0.0,17.0,
7110,2.0,61.0,,,57.0,0.0,H19501-04-01,1.0,,
7117,2.0,52.0,,,57.0,0.0,H19502-04-01,1.0,12.0,14.0
7123,2.0,50.0,,,57.0,0.0,H19504-04-01,0.0,17.0,14.0
7128,1.0,26.0,,,57.0,1.0,H19504-04-02,0.0,16.0,3.0
7129,1.0,41.0,2.0,19.0,57.0,1.0,H19505-04-01,1.0,10.0,7.0
7131,1.0,43.0,,19.0,57.0,0.0,H19506-04-01,0.0,14.0,
7134,1.0,43.0,1.0,19.0,57.0,1.0,H19507-04-01,0.0,34.0,2.0
7136,1.0,65.0,,,57.0,1.0,H19508-04-01,1.0,12.0,3.0
7141,1.0,30.0,,,57.0,1.0,H19509-04-01,0.0,15.0,
7147,1.0,49.0,,,57.0,0.0,H19510-04-01,0.0,17.0,
7157,1.0,52.0,,,58.0,0.0,H19602-04-01,0.0,51.0,
7164,2.0,46.0,,,57.0,1.0,H19602-04-02,0.0,41.0,
7165,2.0,68.0,,,50.0,1.0,H19603-04-01,0.0,61.0,30.0
7172,1.0,32.0,,,12.0,1.0,H19604-04-01,0.0,33.0,
7178,2.0,57.0,,,57.0,1.0,H19605-04-01,0.0,33.0,
7182,2.0,74.0,,,57.0,1.0,H19607-04-01,1.0,,
7183,1.0,37.0,,,57.0,1.0,H19607-04-02,0.0,17.0,
7187,1.0,26.0,17.0,19.0,57.0,1.0,H19607-04-03,0.0,51.0,
7188,2.0,39.0,15.0,1.0,57.0,1.0,H19608-04-01,0.0,17.0,3.0
7192,2.0,73.0,,,57.0,1.0,H19609-04-01,1.0,,
7195,1.0,57.0,,,57.0,1.0,H19610-04-01,0.0,41.0,
7203,1.0,48.0,,,50.0,1.0,H19702-04-01,0.0,16.0,7.0
7204,2.0,49.0,,,50.0,1.0,H19702-04-02,1.0,10.0,15.0
7214,1.0,31.0,,,50.0,1.0,H19702-04-03,0.0,51.0,4.0
7220,2.0,53.0,,,50.0,,H19702-04-04,0.0,13.0,30.0
7230,1.0,50.0,,,50.0,0.0,H19703-04-01,1.0,,
7235,1.0,25.0,1.0,19.0,74.0,1.0,H19703-04-02,0.0,31.0,
7237,2.0,52.0,,,50.0,1.0,H19704-04-01,1.0,11.0,7.0
7242,1.0,42.0,,,50.0,0.0,H19705-04-01,0.0,14.0,
7249,1.0,49.0,15.0,19.0,50.0,1.0,H19707-04-01,0.0,15.0,
7257,1.0,64.0,,,50.0,1.0,H19708-04-01,0.0,41.0,
7263,2.0,74.0,,,50.0,0.0,H19709-04-01,1.0,,
7265,1.0,83.0,,,50.0,1.0,H19710-04-01,0.0,16.0,
7273,1.0,42.0,,,50.0,1.0,H19711-04-01,0.0,15.0,4.0
7276,2.0,39.0,,,57.0,1.0,H20002-04-01,0.0,13.0,14.0
7281,1.0,41.0,,,57.0,1.0,H20003-04-01,0.0,17.0,4.0
7282,1.0,60.0,,,57.0,0.0,H20004-04-01,0.0,51.0,2.0
7291,1.0,77.0,,,57.0,1.0,H20005-04-01,0.0,16.0,30.0
7300,1.0,40.0,3.0,20.0,57.0,1.0,H20005-04-02,0.0,51.0,
7303,2.0,35.0,,,57.0,0.0,H20006-04-01,1.0,12.0,
7304,2.0,45.0,,,57.0,1.0,H20007-04-01,1.0,,
7308,1.0,51.0,,,57.0,1.0,H20009-04-01,0.0,15.0,
7318,2.0,44.0,,,57.0,1.0,H20010-04-01,1.0,10.0,5.0
7321,1.0,24.0,,,57.0,0.0,H20010-04-02,0.0,34.0,6.0
7323,1.0,34.0,,,57.0,1.0,H20010-04-03,0.0,,
7330,1.0,41.0,,,57.0,1.0,H20011-04-01,0.0,17.0,3.0
7336,1.0,43.0,2.0,14.0,57.0,1.0,H20201-04-01,0.0,51.0,
7344,2.0,53.0,,,57.0,0.0,H20202-04-01,0.0,16.0,7.0
7350,1.0,75.0,,,57.0,1.0,H20203-04-01,0.0,41.0,5.0
7354,1.0,24.0,3.0,19.0,57.0,0.0,H20203-04-02,0.0,34.0,
7356,1.0,50.0,,,57.0,1.0,H20205-04-01,0.0,51.0,7.0
7361,2.0,54.0,,,57.0,1.0,H20206-04-01,1.0,,14.0
7368,1.0,38.0,2.0,19.0,57.0,1.0,H20207-04-01,0.0,15.0,3.0
7374,1.0,75.0,,,57.0,0.0,H20207-04-02,0.0,13.0,7.0
7377,1.0,68.0,,,57.0,0.0,H20208-04-01,0.0,15.0,
7379,1.0,74.0,,,57.0,0.0,H20209-04-01,0.0,13.0,
7390,1.0,45.0,,,57.0,0.0,H20210-04-01,0.0,15.0,
7393,1.0,23.0,,,57.0,0.0,H20210-04-02,0.0,17.0,
7395,1.0,19.0,,,58.0,1.0,H20210-04-03,0.0,17.0,
7397,2.0,47.0,,,57.0,1.0,H20301-04-01,1.0,10.0,7.0
7400,2.0,56.0,,,57.0,0.0,H20302-04-01,0.0,14.0,6.0
7401,1.0,42.0,12.0,19.0,57.0,1.0,H20303-04-01,0.0,17.0,5.0
7408,2.0,33.0,73.0,19.0,57.0,1.0,H20304-04-01,1.0,11.0,
7413,1.0,49.0,,,57.0,0.0,H20305-04-01,1.0,,
7422,1.0,46.0,,,57.0,1.0,H20306-04-01,0.0,13.0,
7428,1.0,41.0,,,57.0,1.0,H20307-04-01,1.0,11.0,
7438,2.0,74.0,,,57.0,0.0,H20309-04-01,1.0,,4.0
7442,1.0,42.0,,,57.0,0.0,H20310-04-01,0.0,33.0,
7443,1.0,43.0,73.0,19.0,57.0,1.0,H20310-04-02,0.0,17.0,
7452,1.0,41.0,,,57.0,0.0,H20401-04-01,0.0,13.0,
7458,1.0,30.0,,,57.0,0.0,H20402-04-01,0.0,13.0,
7465,1.0,44.0,,,57.0,0.0,H20403-04-01,0.0,17.0,
7474,2.0,68.0,,,57.0,0.0,H20404-04-01,1.0,12.0,
7475,1.0,39.0,,,57.0,,H20406-04-01,1.0,13.0,
7478,1.0,41.0,,,57.0,0.0,H20407-04-01,0.0,15.0,
7488,2.0,37.0,,,57.0,0.0,H20408-04-01,1.0,11.0,4.0
7495,1.0,58.0,,,57.0,0.0,H20409-04-01,0.0,34.0,
7502,1.0,41.0,,,57.0,1.0,H20411-04-01,0.0,13.0,4.0
7513,1.0,41.0,,,11.0,1.0,H20503-04-01,0.0,16.0,
7523,2.0,40.0,4.0,19.0,11.0,1.0,H20504-04-01,0.0,14.0,7.0
7524,1.0,65.0,,,32.0,0.0,H20505-04-01,0.0,14.0,
7526,1.0,51.0,,,96.0,1.0,H20507-04-01,0.0,16.0,
7531,1.0,42.0,73.0,19.0,32.0,1.0,H20507-04-02,0.0,34.0,
7535,1.0,74.0,,,11.0,1.0,H20508-04-01,0.0,34.0,20.0
7543,2.0,60.0,,,11.0,,H20509-04-01,1.0,,
7547,1.0,38.0,,,11.0,1.0,H20510-04-01,0.0,51.0,4.0
7551,2.0,59.0,,,11.0,0.0,H20601-04-01,1.0,,7.0
7558,1.0,40.0,,,11.0,0.0,H20601-04-02,0.0,16.0,
7561,2.0,102.0,,,11.0,1.0,H20602-04-01,0.0,10.0,
7568,1.0,94.0,,,11.0,0.0,H20603-04-01,1.0,,30.0
7578,1.0,61.0,,,11.0,0.0,H20603-04-02,0.0,41.0,30.0
7587,1.0,29.0,73.0,19.0,11.0,1.0,H20603-04-03,0.0,32.0,
7588,2.0,79.0,,,11.0,1.0,H20604-04-01,1.0,,3.0
7590,2.0,56.0,,,11.0,1.0,H20606-04-01,1.0,,7.0
7595,2.0,37.0,,,11.0,0.0,H20606-04-02,0.0,14.0,
7599,2.0,49.0,,,11.0,0.0,H20607-04-01,1.0,,
7603,2.0,61.0,,,11.0,1.0,H20608-04-01,1.0,,
7610,1.0,48.0,22.0,10.0,11.0,1.0,H20609-04-02,0.0,32.0,
7612,1.0,41.0,,,11.0,1.0,H20610-04-02,1.0,13.0,8.0
7616,1.0,62.0,,,11.0,1.0,H20610-04-03,0.0,17.0,30.0
7622,1.0,50.0,,,11.0,1.0,H20610-04-04,0.0,17.0,15.0
7626,1.0,35.0,41.0,9.0,11.0,,H20611-04-02,0.0,33.0,
7631,1.0,47.0,,,11.0,0.0,H20801-04-01,0.0,31.0,3.0
7638,1.0,42.0,,,11.0,0.0,H20802-04-01,0.0,15.0,
7646,1.0,44.0,22.0,19.0,11.0,0.0,H20803-04-01,0.0,17.0,
7652,1.0,69.0,,,11.0,0.0,H20804-04-01,0.0,22.0,21.0
7656,2.0,73.0,,,11.0,0.0,H20805-04-01,1.0,,10.0
7662,2.0,44.0,,,11.0,0.0,H20805-04-02,0.0,16.0,
7664,2.0,52.0,,,11.0,0.0,H20807-04-01,1.0,13.0,
7669,1.0,63.0,,,11.0,1.0,H20809-04-01,0.0,23.0,
7673,1.0,30.0,,,11.0,1.0,H20810-04-01,0.0,51.0,
7678,1.0,60.0,1.0,19.0,11.0,1.0,H20811-04-01,0.0,12.0,
7683,1.0,27.0,12.0,19.0,11.0,1.0,H20811-04-02,0.0,33.0,21.0
7688,2.0,44.0,13.0,19.0,11.0,1.0,H20811-04-03,0.0,17.0,
7699,1.0,24.0,13.0,19.0,11.0,1.0,H20811-04-04,0.0,17.0,
7704,1.0,39.0,1.0,21.0,16.0,1.0,H20811-04-05,0.0,14.0,5.0
7706,2.0,80.0,,,55.0,0.0,H20901-04-01,1.0,,30.0
7707,1.0,38.0,16.0,19.0,55.0,0.0,H20902-04-01,1.0,16.0,
7715,1.0,55.0,,,55.0,1.0,H20903-04-02,1.0,17.0,7.0
7720,1.0,23.0,17.0,19.0,55.0,1.0,H20903-04-03,0.0,16.0,
7724,2.0,84.0,,,55.0,1.0,H20904-04-01,1.0,,8.0
7726,1.0,71.0,,,11.0,1.0,H20905-04-01,0.0,15.0,20.0
7731,1.0,28.0,21.0,19.0,11.0,1.0,H20905-04-02,0.0,34.0,3.0
7735,1.0,34.0,,,55.0,1.0,H20906-04-01,0.0,51.0,
7743,2.0,31.0,,,55.0,1.0,H20906-04-03,0.0,17.0,
7746,1.0,56.0,22.0,6.0,11.0,0.0,H20907-04-01,0.0,16.0,
7753,2.0,56.0,,,11.0,1.0,H20908-04-01,0.0,32.0,8.0
7760,2.0,31.0,,,11.0,1.0,H20908-04-02,0.0,32.0,14.0
7761,1.0,57.0,,,55.0,1.0,H20909-04-01,0.0,17.0,
7773,1.0,49.0,,,55.0,1.0,H20910-04-01,0.0,31.0,
7778,1.0,40.0,,,11.0,0.0,H21101-04-01,0.0,32.0,
7788,1.0,52.0,15.0,10.0,11.0,1.0,H21102-04-01,0.0,61.0,
7793,1.0,57.0,1.0,10.0,11.0,1.0,H21102-04-02,1.0,14.0,
7798,2.0,70.0,,,11.0,1.0,H21103-04-01,1.0,,
7801,1.0,63.0,,,11.0,0.0,H21105-04-01,0.0,17.0,
7803,1.0,41.0,,,11.0,0.0,H21106-04-01,0.0,36.0,
7806,1.0,49.0,,,11.0,0.0,H21107-04-01,0.0,41.0,25.0
7819,1.0,54.0,,,11.0,0.0,H21108-04-01,0.0,41.0,7.0
7830,1.0,73.0,,,11.0,1.0,H21109-04-01,0.0,41.0,
7835,1.0,71.0,,,11.0,1.0,H21110-04-01,0.0,15.0,
7840,2.0,66.0,,,42.0,0.0,H21401-04-01,1.0,,30.0
