hh,own_value
4033000410.0,145600.0
4033000604.0,78000.0
4033000605.0,
4033000608.0,
4033000609.0,1287000.0
4033000610.0,
4033000705.0,
4033000707.0,
4033000709.0,
4033000711.0,
4033000902.0,910000.0
4033000905.0,
4033000906.0,
4033000910.0,
4033000916.0,1092000.0
4041000304.0,
4041000309.0,218400.0
4043000603.0,
4043000608.0,
4043000610.0,764400.0
4043000802.0,655200.0
4043001003.0,
4043001004.0,
4043001201.0,260000.0
4043001204.0,208000.0
4043001210.0,96200.0
4051000205.0,364000.0
4051000206.0,
4051000207.0,
4051000208.0,
4051000209.0,1019200.0
4051000501.0,
4051000503.0,
4051000506.0,
4053000602.0,
4053000605.0,
4053000607.0,
4053001002.0,728000.0
4053001004.0,
4053001006.0,
4053001009.0,811200.0
4053001010.0,
4061000303.0,
4061000309.0,
4061000311.0,
4063000803.0,
4063000804.0,
4063000805.0,
4063001001.0,
4063001004.0,
4063001006.0,
4063001007.0,
4063001008.0,
4063001010.0,
4063001101.0,
4063001102.0,
4063001106.0,
4063001107.0,
4063001110.0,
4063001306.0,
